ID;d_visi;J?su dzimums;Vecums;Vecums;Dzimšanas gads;J?su ?imenes st?voklis;Cik cilv?ku dz?vo J?su m?jsaimniec?b?, ieskaitot J?s;Vai J?su ?imen? ir b?rni vecum? l?dz 18 gadiem (ieskaitot), kuri dz?vo kop? ar Jums?;J?s dz?vojat…;K?da ir J?su izgl?t?ba?;Izgl?t?ba;K?da ir J?su taut?ba?;Taut?ba;K?d? valod? galvenok?rt J?s run?jat ?imen??;Vai Jums ir LR pilson?ba?;K?d? sektor? J?s str?d?jat:;Pamatnodarbošan?s (Zemnieks pie pašnodarbin?t?);Pamatnodarbošan?s;M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kop?jais);M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kvintiles);Re?ions;Re?ions (v?l?š. apg.);Novads;L?dzu, atz?m?jiet, kur? pils?t? vai pagast? J?s dz?vojat. Ja Jums ir vair?kas dz?vesvietas, l?dzu, atz?m?jiet to, kur J?s dz?vojat visbiež?k.;Apdz?vota vieta;K?d? valod? notika intervija?;Intervijas beigu laiks;Intervijas s?kuma laiks;Intervijas datums;Intervijas garums (min);Apdz?vota vieta;Vai ?imen?, kur? J?s uzaug?t, bija k?das ar dzied?šanu saist?tas trad?cijas (š?pu?dziesmas, jubil?ra apsveikšana dziedot, dzied?šana savies?gos m?jas pas?kumos, m?jas ball?t?s, vec?ki dzied?ja kor? u.tml.)?;L?dzu, atz?m?jiet visus apgalvojumus, kuri raksturo J?su dzied?šanas paradumus. - Dziedu kor?;Dungoju ik uz so?a;M?dzu dzied?t l?dzi vai k? dal?bnieks Dziesmu sv?tku koncertos;M?dzu dzied?t l?dzi citos koncertos;M?dzu dzied?t pie J??u ugunskura;Dziedu l?dzi, kad svin?gos br?žos tiek dzied?ta valsts himna;M?dzu dzied?t, apsveicot jubil?ru;Dažk?rt m?dzu dzied?t ball?t?s, savies?gos pas?kumos;M?dzu dzied?t duš?;Dažk?rt dziedu vienatn?, attiec?g? garast?vokl?, kad sp?l? dziesmu, kura man pat?k;M?dzu dzied?t bazn?c?, Dievkalpojumos;M?dzu dzied?t, braucot automaš?n?;M?dzu dzied?t b?rniem/ kop? ar b?rniem;M?dzu dzied?t cit?s situ?cij?s;Nekad nedziedu;Cik labi J?s p?rzin?t latviešu tautasdziesmas?;Kuras tr?s no š?m tautasdziesm?m Jums pat?k vislab?k? - Skaisti dziedi lakst?gala;Tumša nakte, za?a z?le;?vu, ?vu baltas k?jas;R?ga dimd;Kur tu skriesi, vanadzi?(i);Kraukl?t’s s?ž ozol?;P?t, v?ji?i;Neviena;Gr?ti pateikt;Vai J?s piekr?tat apgalvojumam, ka latvieši ir dzied?t?ju tauta?;Vai J?s piekr?tat apgalvojumam, ka m?su dien?s latvieši ir maz?k? m?r? dzied?t?ju tauta, nek? pusi gadsimta atpaka??;Vai, J?supr?t, dzied?tprasme ir apg?stama?;Vai J?s v?l?tos iem?c?ties dzied?t lab?k?;Cik Jums ir svar?gi, lai b?rni Latvij? turpina dzied?šanas trad?cijas?;weight
601;Visi respondenti;Sieviete;75.00;64 - 75;1943;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;800.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 08:48;14.03.2018 08:33;14-MAR-2018;12:15:28 priekšp.;R?ga;J?;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;1;0;1;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.804283805
432;Visi respondenti;Sieviete;51.00;45 - 54;1967;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;250.00;Eur 0 - Eur 250;Zemgale;Zemgale;Vecumnieku novads;B?rbeles pagasts;Lauki;LAT;14.03.2018 00:09;13.03.2018 23:49;13-MAR-2018;12:19:34 priekšp.;Lauku teritorija;J?;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;1;1;0;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.904995051
291;Visi respondenti;V?rietis;75.00;64 - 75;1943;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;1050.00;Eur 700 un vair?k;Pier?ga;Vidzeme;Ogres novads;Suntažu pagasts;Lauki;LAT;13.03.2018 22:00;13.03.2018 21:51;13-MAR-2018;12:08:46 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas dr?z?k nav svar?gi;0.914836119
1065;Visi respondenti;V?rietis;25.00;25 - 34;1993;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;500.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 15:15;14.03.2018 15:08;14-MAR-2018;12:07:12 priekšp.;R?ga;N?;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.063865976
256;Visi respondenti;Sieviete;25.00;25 - 34;1993;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;600.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;13.03.2018 21:44;13.03.2018 21:35;13-MAR-2018;12:16:30 priekšp.;R?ga;J?;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;0;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Gr?ti pateikt;1.02221671
888;Visi respondenti;Sieviete;38.00;35 - 44;1980;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;300.00;Eur 251 - Eur 350;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;14.03.2018 11:35;14.03.2018 11:27;14-MAR-2018;12:08:19 priekšp.;Liel?s pils?tas;N?;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;1;0;1;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;1.097428349
477;Visi respondenti;V?rietis;75.00;64 - 75;1943;Atraitnis (-e);1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;N?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;360.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 06:47;14.03.2018 06:39;14-MAR-2018;12:08:27 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;1;0;0;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;J?;N?;Tas dr?z?k nav svar?gi;0.982985294
726;Visi respondenti;V?rietis;36.00;35 - 44;1982;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;1500.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 09:45;14.03.2018 09:36;14-MAR-2018;12:09:00 priekšp.;R?ga;N?;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Gr?ti pateikt;0.845426993
304;Visi respondenti;V?rietis;50.00;45 - 54;1968;Prec?jies (-usies) vai dz?vo ar partneri;3;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;375.00;Eur 351 - Eur 499;Zemgale;Zemgale;Iecavas novads;Iecavas novads;Lauki;LAT;13.03.2018 22:08;13.03.2018 21:56;13-MAR-2018;12:12:00 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas nemaz nav svar?gi;0.94186823
1409;Visi respondenti;V?rietis;34.00;25 - 34;1984;Neprec?jies (-usies);3;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;3000.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;15.03.2018 14:20;15.03.2018 14:14;15-MAR-2018;12:05:51 priekšp.;R?ga;N?;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;0;1;0;0;Dr?z?k nepiekr?tu;Piln?b? piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.063865976
314;Visi respondenti;V?rietis;54.00;45 - 54;1964;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;N?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;350.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;13.03.2018 22:06;13.03.2018 22:00;13-MAR-2018;12:05:42 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;J?;N?;Tas nemaz nav svar?gi;0.960238712
1510;Visi respondenti;Sieviete;20.00;18 - 24;1998;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;400.00;Eur 351 - Eur 499;Vidzeme;Vidzeme;Gulbenes novads;Gulbenes pils?ta;Cita pils?ta;LAT;15.03.2018 20:06;15.03.2018 19:54;15-MAR-2018;12:12:45 priekšp.;Cita pils?ta;J?;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;1.52086697
858;Visi respondenti;V?rietis;69.00;64 - 75;1949;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;Balvu novads;Balvu pils?ta;Cita pils?ta;LAT;14.03.2018 11:14;14.03.2018 11:02;14-MAR-2018;12:12:27 priekšp.;Cita pils?ta;J?;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;1;1;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.962949525
938;Visi respondenti;V?rietis;60.00;55 - 63;1958;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;200.00;Eur 0 - Eur 250;Latgale;Latgale;K?rsavas novads;Mežvidu pagasts;Lauki;LAT;14.03.2018 12:25;14.03.2018 12:17;14-MAR-2018;12:07:25 priekšp.;Lauku teritorija;J?;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;0.927523161
1127;Visi respondenti;V?rietis;63.00;55 - 63;1955;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;200.00;Eur 0 - Eur 250;Pier?ga;Vidzeme;J?rmala;J?rmala;Cita pils?ta;RUS;14.03.2018 17:11;14.03.2018 17:03;14-MAR-2018;12:07:35 priekšp.;Liel?s pils?tas;J?;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.034804468
1489;Visi respondenti;V?rietis;20.00;18 - 24;1998;Neprec?jies (-usies);1;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Skolnieks, students;Nestr?d?jošie;200.00;Eur 0 - Eur 250;Zemgale;Zemgale;Jelgava;Jelgava;Cita pils?ta;LAT;15.03.2018 19:02;15.03.2018 18:40;15-MAR-2018;12:22:22 priekšp.;Liel?s pils?tas;J?;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;?oti labi p?rzinu;0;1;0;0;0;0;0;0;0;Piln?b? piekr?tu;Gr?ti pateikt;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Gr?ti pateikt;1.457794864
466;Visi respondenti;Sieviete;65.00;64 - 75;1953;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;350.00;Eur 251 - Eur 350;Zemgale;Zemgale;Aizkraukles novads;Aizkraukles pils?ta;Cita pils?ta;LAT;14.03.2018 06:20;14.03.2018 06:06;14-MAR-2018;12:13:28 priekšp.;Cita pils?ta;J?;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;0;1;0;0;1;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;Gr?ti pateikt;Tas ir dr?z?k svar?gi;0.926432995
495;Visi respondenti;V?rietis;54.00;45 - 54;1964;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;1550.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 07:21;14.03.2018 07:15;14-MAR-2018;12:05:34 priekšp.;R?ga;J?;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;0;0;1;Piln?b? piekr?tu;Piln?b? piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.817683921
632;Visi respondenti;V?rietis;45.00;45 - 54;1973;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Zemgale;Zemgale;Ozolnieku novads;Cenu pagasts;Lauki;LAT;14.03.2018 08:53;14.03.2018 08:49;14-MAR-2018;12:04:06 priekšp.;Lauku teritorija;J?;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;0;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;Gr?ti pateikt;Tas ir ?oti svar?gi;0.94186823
230;Visi respondenti;Sieviete;62.00;55 - 63;1956;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;3000.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;13.03.2018 21:34;13.03.2018 21:25;13-MAR-2018;12:08:48 priekšp.;R?ga;N?;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;0;0;1;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.909754718
482;Visi respondenti;Sieviete;61.00;55 - 63;1957;Atraitnis (-e);2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;675.00;Eur 500 - Eur 699;Pier?ga;Vidzeme;Krimuldas novads;Krimuldas pagasts;Lauki;LAT;14.03.2018 07:02;14.03.2018 06:52;14-MAR-2018;12:09:51 priekšp.;Lauku teritorija;J?;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;0;0;0;1;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;0.846682529
85;Visi respondenti;V?rietis;60.00;55 - 63;1958;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;500.00;Eur 500 - Eur 699;Latgale;Latgale;K?rsavas novads;Malnavas pagasts;Lauki;LAT;13.03.2018 20:14;13.03.2018 20:09;13-MAR-2018;12:05:30 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;1;0;Dr?z?k nepiekr?tu;Dr?z?k piekr?tu;J?;N?;Tas nemaz nav svar?gi;1.089227295
117;Visi respondenti;V?rietis;30.00;25 - 34;1988;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;300.00;Eur 251 - Eur 350;Vidzeme;Vidzeme;Valmiera;Valmiera;Cita pils?ta;LAT;13.03.2018 20:54;13.03.2018 20:24;13-MAR-2018;12:29:42 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;1;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.330547447
235;Visi respondenti;Sieviete;37.00;35 - 44;1981;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;1100.00;Eur 700 un vair?k;Pier?ga;Vidzeme;Olaines novads;Olaines pils?ta;Cita pils?ta;LAT;13.03.2018 21:33;13.03.2018 21:27;13-MAR-2018;12:06:42 priekšp.;Cita pils?ta;J?;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;1;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.042595759
796;Visi respondenti;V?rietis;75.00;64 - 75;1943;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 10:35;14.03.2018 10:24;14-MAR-2018;12:11:07 priekšp.;R?ga;J?;0;1;0;0;1;1;1;1;0;1;0;0;1;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;1;0;1;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.837053598
648;Visi respondenti;Sieviete;44.00;35 - 44;1974;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;280.00;Eur 251 - Eur 350;Vidzeme;Vidzeme;Madonas novads;Sarka?u pagasts;Lauki;LAT;14.03.2018 09:16;14.03.2018 08:57;14-MAR-2018;12:18:17 priekšp.;Lauku teritorija;J?;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;1;0;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.015957667
32;Visi respondenti;Sieviete;54.00;45 - 54;1964;Atraitnis (-e);2;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;98.00;Eur 0 - Eur 250;Vidzeme;Vidzeme;Smiltenes novads;Brantu pagasts;Lauki;LAT;13.03.2018 19:25;13.03.2018 19:16;13-MAR-2018;12:09:17 priekšp.;Lauku teritorija;J?;0;1;1;0;1;1;1;1;0;1;1;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;1;0;0;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.982618554
692;Visi respondenti;V?rietis;43.00;35 - 44;1975;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Lietuvietis (-te);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 09:26;14.03.2018 09:21;14-MAR-2018;12:04:57 priekšp.;R?ga;N?;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;1;0;Dr?z?k nepiekr?tu;Dr?z?k piekr?tu;J?;N?;Tas nemaz nav svar?gi;0.992818504
